State_Name,District_Name,Crop_Year,Season,Crop,Area,Production
Tamil Nadu,DINDIGUL,1998,Rabi       ,Gram,703,473
Tamil Nadu,DINDIGUL,1998,Whole Year ,Banana,2557,46054
Tamil Nadu,DINDIGUL,1998,Whole Year ,Black pepper,106,38
Tamil Nadu,DINDIGUL,1998,Whole Year ,Cashewnut,8,2
Tamil Nadu,DINDIGUL,1998,Whole Year ,Castor seed,364,75
Tamil Nadu,DINDIGUL,1998,Whole Year ,Coriander,611,135
Tamil Nadu,DINDIGUL,1998,Whole Year ,Dry chillies,1649,1044
Tamil Nadu,DINDIGUL,1998,Whole Year ,Onion,5639,35622
Tamil Nadu,DINDIGUL,1998,Whole Year ,Potato,912,13548
Tamil Nadu,DINDIGUL,1998,Whole Year ,Sugarcane,7051,886010
Tamil Nadu,DINDIGUL,1998,Whole Year ,Sweet potato,12,208
Tamil Nadu,DINDIGUL,1998,Whole Year ,Tapioca,133,4940
Tamil Nadu,DINDIGUL,1998,Whole Year ,Tobacco,850,1107
Tamil Nadu,DINDIGUL,1998,Whole Year ,Turmeric,11,67
Tamil Nadu,DINDIGUL,1999,Kharif     ,Arhar/Tur,1980,1632
Tamil Nadu,DINDIGUL,1999,Kharif     ,Bajra,9810,21724
Tamil Nadu,DINDIGUL,1999,Kharif     ,Castor seed,309,127
Tamil Nadu,DINDIGUL,1999,Kharif     ,Cotton(lint),7287,18306
Tamil Nadu,DINDIGUL,1999,Kharif     ,Dry ginger,15,335
Tamil Nadu,DINDIGUL,1999,Kharif     ,Groundnut,31033,71160
Tamil Nadu,DINDIGUL,1999,Kharif     ,Horse-gram,7404,4405
Tamil Nadu,DINDIGUL,1999,Kharif     ,Jowar,61099,83697
Tamil Nadu,DINDIGUL,1999,Kharif     ,Korra,160,45
Tamil Nadu,DINDIGUL,1999,Kharif     ,Maize,40500,80317
Tamil Nadu,DINDIGUL,1999,Kharif     ,Mesta,5,23
Tamil Nadu,DINDIGUL,1999,Kharif     ,Moong(Green Gram),6737,4608
Tamil Nadu,DINDIGUL,1999,Kharif     ,Ragi,664,1127
Tamil Nadu,DINDIGUL,1999,Kharif     ,Rice,28437,118998
Tamil Nadu,DINDIGUL,1999,Kharif     ,Sesamum,4888,2269
Tamil Nadu,DINDIGUL,1999,Kharif     ,Sunflower,963,1214
Tamil Nadu,DINDIGUL,1999,Kharif     ,Urad,11091,7575
Tamil Nadu,DINDIGUL,1999,Kharif     ,Varagu,105,93
Tamil Nadu,DINDIGUL,1999,Rabi       ,Gram,465,239
Tamil Nadu,DINDIGUL,1999,Rabi       ,Samai,1509,1426
Tamil Nadu,DINDIGUL,1999,Whole Year ,Banana,1224,21498
Tamil Nadu,DINDIGUL,1999,Whole Year ,Black pepper,92,33
Tamil Nadu,DINDIGUL,1999,Whole Year ,Cashewnut,10,3
Tamil Nadu,DINDIGUL,1999,Whole Year ,Coriander,355,83
Tamil Nadu,DINDIGUL,1999,Whole Year ,Dry chillies,2023,1079
Tamil Nadu,DINDIGUL,1999,Whole Year ,Garlic,191,1165
Tamil Nadu,DINDIGUL,1999,Whole Year ,Guar seed,6655,63883
Tamil Nadu,DINDIGUL,1999,Whole Year ,Onion,5199,36807
Tamil Nadu,DINDIGUL,1999,Whole Year ,Potato,855,11350
Tamil Nadu,DINDIGUL,1999,Whole Year ,Sugarcane,6655,799113
Tamil Nadu,DINDIGUL,1999,Whole Year ,Sweet potato,127,1540
Tamil Nadu,DINDIGUL,1999,Whole Year ,Tapioca,294,10433
Tamil Nadu,DINDIGUL,1999,Whole Year ,Tobacco,703,977
Tamil Nadu,DINDIGUL,1999,Whole Year ,Turmeric,56,316
Tamil Nadu,DINDIGUL,2000,Kharif     ,Arhar/Tur,2969,2447
Tamil Nadu,DINDIGUL,2000,Kharif     ,Bajra,28579,60215
Tamil Nadu,DINDIGUL,2000,Kharif     ,Castor seed,645,264
Tamil Nadu,DINDIGUL,2000,Kharif     ,Cotton(lint),7502,22288
Tamil Nadu,DINDIGUL,2000,Kharif     ,Dry ginger,27,715
Tamil Nadu,DINDIGUL,2000,Kharif     ,Groundnut,29351,66845
Tamil Nadu,DINDIGUL,2000,Kharif     ,Horse-gram,5875,3304
Tamil Nadu,DINDIGUL,2000,Kharif     ,Jowar,65117,107294
Tamil Nadu,DINDIGUL,2000,Kharif     ,Maize,38561,76472
Tamil Nadu,DINDIGUL,2000,Kharif     ,Moong(Green Gram),5990,3468
Tamil Nadu,DINDIGUL,2000,Kharif     ,Other Cereals & Millets,1520,1394
Tamil Nadu,DINDIGUL,2000,Kharif     ,Other Kharif pulses,33913,6959
Tamil Nadu,DINDIGUL,2000,Kharif     ,Ragi,604,1094
Tamil Nadu,DINDIGUL,2000,Kharif     ,Rice,25246,111460
Tamil Nadu,DINDIGUL,2000,Kharif     ,Sesamum,6269,3669
Tamil Nadu,DINDIGUL,2000,Kharif     ,Sunflower,377,466
Tamil Nadu,DINDIGUL,2000,Kharif     ,Urad,13882,9481
Tamil Nadu,DINDIGUL,2000,Rabi       ,Gram,419,215
Tamil Nadu,DINDIGUL,2000,Whole Year ,Banana,2156,37867
Tamil Nadu,DINDIGUL,2000,Whole Year ,Black pepper,790,286
Tamil Nadu,DINDIGUL,2000,Whole Year ,Cardamom,9,1
Tamil Nadu,DINDIGUL,2000,Whole Year ,Cashewnut,247,95
Tamil Nadu,DINDIGUL,2000,Whole Year ,Coriander,319,74
Tamil Nadu,DINDIGUL,2000,Whole Year ,Dry chillies,1151,582
Tamil Nadu,DINDIGUL,2000,Whole Year ,Garlic,335,2043
Tamil Nadu,DINDIGUL,2000,Whole Year ,Onion,2954,20913
Tamil Nadu,DINDIGUL,2000,Whole Year ,Potato,900,10877
Tamil Nadu,DINDIGUL,2000,Whole Year ,Sannhamp,615,448
Tamil Nadu,DINDIGUL,2000,Whole Year ,Sugarcane,7163,860112
Tamil Nadu,DINDIGUL,2000,Whole Year ,Sweet potato,270,3273
Tamil Nadu,DINDIGUL,2000,Whole Year ,Tapioca,683,24237
Tamil Nadu,DINDIGUL,2000,Whole Year ,Tobacco,650,903
Tamil Nadu,DINDIGUL,2000,Whole Year ,Turmeric,50,272
Tamil Nadu,DINDIGUL,2001,Kharif     ,Arhar/Tur,1618,1010
Tamil Nadu,DINDIGUL,2001,Kharif     ,Bajra,5043,6040
Tamil Nadu,DINDIGUL,2001,Kharif     ,Cotton(lint),4092,8910
Tamil Nadu,DINDIGUL,2001,Kharif     ,Groundnut,12476,34940
Tamil Nadu,DINDIGUL,2001,Kharif     ,Jowar,42152,57840
Tamil Nadu,DINDIGUL,2001,Kharif     ,Moong(Green Gram),2949,1750
Tamil Nadu,DINDIGUL,2001,Kharif     ,Ragi,286,550
Tamil Nadu,DINDIGUL,2001,Kharif     ,Rice,16106,76330
Tamil Nadu,DINDIGUL,2001,Kharif     ,Sesamum,1964,990
Tamil Nadu,DINDIGUL,2001,Kharif     ,Sunflower,312,440
Tamil Nadu,DINDIGUL,2001,Kharif     ,Urad,4112,2210
Tamil Nadu,DINDIGUL,2001,Whole Year ,Sugarcane,7437,778600
Tamil Nadu,DINDIGUL,2002,Kharif     ,Arhar/Tur,1335,358
Tamil Nadu,DINDIGUL,2002,Kharif     ,Bajra,5062,5137
Tamil Nadu,DINDIGUL,2002,Kharif     ,Castor seed,52,21
Tamil Nadu,DINDIGUL,2002,Kharif     ,Cotton(lint),1859,1949
Tamil Nadu,DINDIGUL,2002,Kharif     ,Groundnut,9365,17172
Tamil Nadu,DINDIGUL,2002,Kharif     ,Horse-gram,3551,918
Tamil Nadu,DINDIGUL,2002,Kharif     ,Jowar,44456,40089
Tamil Nadu,DINDIGUL,2002,Kharif     ,Korra,25,7
Tamil Nadu,DINDIGUL,2002,Kharif     ,Maize,31125,61590
Tamil Nadu,DINDIGUL,2002,Kharif     ,Moong(Green Gram),3554,1020
Tamil Nadu,DINDIGUL,2002,Kharif     ,Other Kharif pulses,13840,2839
Tamil Nadu,DINDIGUL,2002,Kharif     ,Ragi,369,522
Tamil Nadu,DINDIGUL,2002,Kharif     ,Rice,15372,52709
Tamil Nadu,DINDIGUL,2002,Kharif     ,Samai,342,247
Tamil Nadu,DINDIGUL,2002,Kharif     ,Sesamum,1096,430
Tamil Nadu,DINDIGUL,2002,Kharif     ,Small millets,16,10
Tamil Nadu,DINDIGUL,2002,Kharif     ,Sunflower,270,348
Tamil Nadu,DINDIGUL,2002,Kharif     ,Urad,6043,2715
Tamil Nadu,DINDIGUL,2002,Kharif     ,Varagu,141,157
Tamil Nadu,DINDIGUL,2002,Rabi       ,Gram,402,203
Tamil Nadu,DINDIGUL,2002,Rabi       ,Wheat,1,0
Tamil Nadu,DINDIGUL,2002,Whole Year ,Apple,3,0
Tamil Nadu,DINDIGUL,2002,Whole Year ,Arecanut,32,
Tamil Nadu,DINDIGUL,2002,Whole Year ,Banana,3325,85802
Tamil Nadu,DINDIGUL,2002,Whole Year ,Beans & Mutter(Vegetable),674,0
Tamil Nadu,DINDIGUL,2002,Whole Year ,Beet Root,30,0
Tamil Nadu,DINDIGUL,2002,Whole Year ,Bhindi,287,1070
Tamil Nadu,DINDIGUL,2002,Whole Year ,Bitter Gourd,137,0
Tamil Nadu,DINDIGUL,2002,Whole Year ,Bottle Gourd,9,0
Tamil Nadu,DINDIGUL,2002,Whole Year ,Brinjal,641,3285
Tamil Nadu,DINDIGUL,2002,Whole Year ,Cabbage,24,1409
Tamil Nadu,DINDIGUL,2002,Whole Year ,Carrot,678,0
Tamil Nadu,DINDIGUL,2002,Whole Year ,Cashewnut,601,182
Tamil Nadu,DINDIGUL,2002,Whole Year ,Cauliflower,179,0
Tamil Nadu,DINDIGUL,2002,Whole Year ,Citrus Fruit,2731,3028
Tamil Nadu,DINDIGUL,2002,Whole Year ,Coconut ,24277,211500
Tamil Nadu,DINDIGUL,2002,Whole Year ,Coriander,175,33
Tamil Nadu,DINDIGUL,2002,Whole Year ,Cucumber,43,0
Tamil Nadu,DINDIGUL,2002,Whole Year ,Drum Stick,1309,0
Tamil Nadu,DINDIGUL,2002,Whole Year ,Dry chillies,1203,1100
Tamil Nadu,DINDIGUL,2002,Whole Year ,Dry ginger,2,32
Tamil Nadu,DINDIGUL,2002,Whole Year ,Garlic,439,2677
Tamil Nadu,DINDIGUL,2002,Whole Year ,Grapes,226,3298
Tamil Nadu,DINDIGUL,2002,Whole Year ,Jack Fruit,279,3158
Tamil Nadu,DINDIGUL,2002,Whole Year ,Lab-Lab,749,0
Tamil Nadu,DINDIGUL,2002,Whole Year ,Mango,13164,32533
Tamil Nadu,DINDIGUL,2002,Whole Year ,Onion,2367,18892
Tamil Nadu,DINDIGUL,2002,Whole Year ,Orange,1876,2911
Tamil Nadu,DINDIGUL,2002,Whole Year ,Other Citrus Fruit,136,0
Tamil Nadu,DINDIGUL,2002,Whole Year ,Other Fresh Fruits,924,0
Tamil Nadu,DINDIGUL,2002,Whole Year ,Other Vegetables,307,0
Tamil Nadu,DINDIGUL,2002,Whole Year ,Papaya,4,0
Tamil Nadu,DINDIGUL,2002,Whole Year ,Peach,17,0
Tamil Nadu,DINDIGUL,2002,Whole Year ,Pear,1275,0
Tamil Nadu,DINDIGUL,2002,Whole Year ,Pineapple,67,1937
Tamil Nadu,DINDIGUL,2002,Whole Year ,Plums,374,0
Tamil Nadu,DINDIGUL,2002,Whole Year ,Pome Fruit,1667,8722
Tamil Nadu,DINDIGUL,2002,Whole Year ,Pome Granet,254,0
Tamil Nadu,DINDIGUL,2002,Whole Year ,Potato,2745,38102
Tamil Nadu,DINDIGUL,2002,Whole Year ,Pump Kin,11,0
Tamil Nadu,DINDIGUL,2002,Whole Year ,Redish,39,0
Tamil Nadu,DINDIGUL,2002,Whole Year ,Snak Guard,71,0
Tamil Nadu,DINDIGUL,2002,Whole Year ,Sugarcane,5770,468450
Tamil Nadu,DINDIGUL,2002,Whole Year ,Sweet potato,64,874
Tamil Nadu,DINDIGUL,2002,Whole Year ,Tapioca,205,6476
Tamil Nadu,DINDIGUL,2002,Whole Year ,Tobacco,1853,2711
Tamil Nadu,DINDIGUL,2002,Whole Year ,Tomato,1781,7609
Tamil Nadu,DINDIGUL,2002,Whole Year ,Turmeric,38,142
Tamil Nadu,DINDIGUL,2002,Whole Year ,Turnip,1,0
Tamil Nadu,DINDIGUL,2002,Whole Year ,Water Melon,9,0
Tamil Nadu,DINDIGUL,2003,Kharif     ,Arhar/Tur,1210,787
Tamil Nadu,DINDIGUL,2003,Kharif     ,Bajra,4614,5614
Tamil Nadu,DINDIGUL,2003,Kharif     ,Castor seed,39,16
Tamil Nadu,DINDIGUL,2003,Kharif     ,Cotton(lint),2095,2694
Tamil Nadu,DINDIGUL,2003,Kharif     ,Dry ginger,5,71
Tamil Nadu,DINDIGUL,2003,Kharif     ,Groundnut,9461,17197
Tamil Nadu,DINDIGUL,2003,Kharif     ,Horse-gram,4630,1623
Tamil Nadu,DINDIGUL,2003,Kharif     ,Jowar,53798,48616
Tamil Nadu,DINDIGUL,2003,Kharif     ,Korra,14,4
Tamil Nadu,DINDIGUL,2003,Kharif     ,Maize,35153,69615
Tamil Nadu,DINDIGUL,2003,Kharif     ,Moong(Green Gram),4126,2378
Tamil Nadu,DINDIGUL,2003,Kharif     ,Other Kharif pulses,15265,3131
Tamil Nadu,DINDIGUL,2003,Kharif     ,Ragi,233,342
Tamil Nadu,DINDIGUL,2003,Kharif     ,Rice,11437,32378
Tamil Nadu,DINDIGUL,2003,Kharif     ,Sesamum,1342,630
Tamil Nadu,DINDIGUL,2003,Kharif     ,Small millets,446,331
Tamil Nadu,DINDIGUL,2003,Kharif     ,Sunflower,366,517
Tamil Nadu,DINDIGUL,2003,Kharif     ,Urad,5817,2378
Tamil Nadu,DINDIGUL,2003,Rabi       ,Gram,394,200
Tamil Nadu,DINDIGUL,2003,Whole Year ,Apple,4,0
Tamil Nadu,DINDIGUL,2003,Whole Year ,Arecanut,39,
Tamil Nadu,DINDIGUL,2003,Whole Year ,Ash Gourd,1,0
Tamil Nadu,DINDIGUL,2003,Whole Year ,Banana,3018,106762
Tamil Nadu,DINDIGUL,2003,Whole Year ,Beans & Mutter(Vegetable),871,0
Tamil Nadu,DINDIGUL,2003,Whole Year ,Beet Root,33,0
Tamil Nadu,DINDIGUL,2003,Whole Year ,Bhindi,419,2935
Tamil Nadu,DINDIGUL,2003,Whole Year ,Bitter Gourd,151,0
Tamil Nadu,DINDIGUL,2003,Whole Year ,Black pepper,791,286
Tamil Nadu,DINDIGUL,2003,Whole Year ,Bottle Gourd,7,0
Tamil Nadu,DINDIGUL,2003,Whole Year ,Brinjal,444,4964
Tamil Nadu,DINDIGUL,2003,Whole Year ,Cabbage,16,1017
Tamil Nadu,DINDIGUL,2003,Whole Year ,Cardamom,260,26
Tamil Nadu,DINDIGUL,2003,Whole Year ,Carrot,639,0
Tamil Nadu,DINDIGUL,2003,Whole Year ,Cashewnut,609,210
Tamil Nadu,DINDIGUL,2003,Whole Year ,Cauliflower,211,0
Tamil Nadu,DINDIGUL,2003,Whole Year ,Citrus Fruit,2814,2937
Tamil Nadu,DINDIGUL,2003,Whole Year ,Coconut ,23987,97400
Tamil Nadu,DINDIGUL,2003,Whole Year ,Coriander,197,57
Tamil Nadu,DINDIGUL,2003,Whole Year ,Cucumber,87,0
Tamil Nadu,DINDIGUL,2003,Whole Year ,Drum Stick,1535,0
Tamil Nadu,DINDIGUL,2003,Whole Year ,Dry chillies,1563,574
Tamil Nadu,DINDIGUL,2003,Whole Year ,Garlic,342,2085
Tamil Nadu,DINDIGUL,2003,Whole Year ,Grapes,166,4002
Tamil Nadu,DINDIGUL,2003,Whole Year ,Jack Fruit,339,3275
Tamil Nadu,DINDIGUL,2003,Whole Year ,Lab-Lab,1648,0
Tamil Nadu,DINDIGUL,2003,Whole Year ,Mango,13349,46298
Tamil Nadu,DINDIGUL,2003,Whole Year ,Onion,2876,22539
Tamil Nadu,DINDIGUL,2003,Whole Year ,Orange,1890,3709
Tamil Nadu,DINDIGUL,2003,Whole Year ,Other Citrus Fruit,185,0
Tamil Nadu,DINDIGUL,2003,Whole Year ,Other Fresh Fruits,1113,0
Tamil Nadu,DINDIGUL,2003,Whole Year ,Other Vegetables,362,0
Tamil Nadu,DINDIGUL,2003,Whole Year ,Papaya,10,0
Tamil Nadu,DINDIGUL,2003,Whole Year ,Peach,21,0
Tamil Nadu,DINDIGUL,2003,Whole Year ,Pear,1275,0
Tamil Nadu,DINDIGUL,2003,Whole Year ,Pineapple,35,1112
Tamil Nadu,DINDIGUL,2003,Whole Year ,Plums,413,0
Tamil Nadu,DINDIGUL,2003,Whole Year ,Pome Fruit,958,6726
Tamil Nadu,DINDIGUL,2003,Whole Year ,Pome Granet,253,0
Tamil Nadu,DINDIGUL,2003,Whole Year ,Potato,2377,33241
Tamil Nadu,DINDIGUL,2003,Whole Year ,Pump Kin,16,0
Tamil Nadu,DINDIGUL,2003,Whole Year ,Redish,15,0
Tamil Nadu,DINDIGUL,2003,Whole Year ,Ribed Guard,3,0
Tamil Nadu,DINDIGUL,2003,Whole Year ,Snak Guard,62,0
Tamil Nadu,DINDIGUL,2003,Whole Year ,Sugarcane,2961,189827
Tamil Nadu,DINDIGUL,2003,Whole Year ,Sweet potato,83,1234
Tamil Nadu,DINDIGUL,2003,Whole Year ,Tapioca,175,5896
Tamil Nadu,DINDIGUL,2003,Whole Year ,Tomato,1568,15913
Tamil Nadu,DINDIGUL,2003,Whole Year ,Turmeric,11,46
Tamil Nadu,DINDIGUL,2003,Whole Year ,Water Melon,4,0
Tamil Nadu,DINDIGUL,2004,Kharif     ,Arhar/Tur,563,284
Tamil Nadu,DINDIGUL,2004,Kharif     ,Bajra,3997,5348
Tamil Nadu,DINDIGUL,2004,Kharif     ,Castor seed,131,54
Tamil Nadu,DINDIGUL,2004,Kharif     ,Cotton(lint),3703,6173
Tamil Nadu,DINDIGUL,2004,Kharif     ,Dry ginger,3,58
Tamil Nadu,DINDIGUL,2004,Kharif     ,Groundnut,18720,49228
Tamil Nadu,DINDIGUL,2004,Kharif     ,Horse-gram,5103,1211
Tamil Nadu,DINDIGUL,2004,Kharif     ,Jowar,53098,46369
Tamil Nadu,DINDIGUL,2004,Kharif     ,Maize,34067,67489
Tamil Nadu,DINDIGUL,2004,Kharif     ,Moong(Green Gram),3438,1758
Tamil Nadu,DINDIGUL,2004,Kharif     ,Other Kharif pulses,13365,2742
Tamil Nadu,DINDIGUL,2004,Kharif     ,Ragi,112,163
Tamil Nadu,DINDIGUL,2004,Kharif     ,Rice,21031,74246
Tamil Nadu,DINDIGUL,2004,Kharif     ,Sesamum,1552,697
Tamil Nadu,DINDIGUL,2004,Kharif     ,Small millets,178,151
Tamil Nadu,DINDIGUL,2004,Kharif     ,Sunflower,992,1219
Tamil Nadu,DINDIGUL,2004,Kharif     ,Urad,5271,1933
Tamil Nadu,DINDIGUL,2004,Rabi       ,Gram,904,457
Tamil Nadu,DINDIGUL,2004,Whole Year ,Arecanut,60,128
Tamil Nadu,DINDIGUL,2004,Whole Year ,Banana,3102,131764
Tamil Nadu,DINDIGUL,2004,Whole Year ,Cardamom,282,28
Tamil Nadu,DINDIGUL,2004,Whole Year ,Cashewnut,555,201
Tamil Nadu,DINDIGUL,2004,Whole Year ,Coconut ,24614,468200
Tamil Nadu,DINDIGUL,2004,Whole Year ,Coriander,134,58
Tamil Nadu,DINDIGUL,2004,Whole Year ,Dry chillies,1560,1593
Tamil Nadu,DINDIGUL,2004,Whole Year ,Garlic,312,1903
Tamil Nadu,DINDIGUL,2004,Whole Year ,Onion,3576,38651
Tamil Nadu,DINDIGUL,2004,Whole Year ,Potato,2732,35965
Tamil Nadu,DINDIGUL,2004,Whole Year ,Sugarcane,4185,484598
Tamil Nadu,DINDIGUL,2004,Whole Year ,Sweet potato,99,1497
Tamil Nadu,DINDIGUL,2004,Whole Year ,Tapioca,154,6355
Tamil Nadu,DINDIGUL,2004,Whole Year ,Turmeric,15,82
Tamil Nadu,DINDIGUL,2005,Kharif     ,Arhar/Tur,1067,507
Tamil Nadu,DINDIGUL,2005,Kharif     ,Bajra,4339,4361
Tamil Nadu,DINDIGUL,2005,Kharif     ,Castor seed,127,52
Tamil Nadu,DINDIGUL,2005,Kharif     ,Cotton(lint),1999,4345
Tamil Nadu,DINDIGUL,2005,Kharif     ,Dry ginger,2,39
Tamil Nadu,DINDIGUL,2005,Kharif     ,Groundnut,22070,51379
Tamil Nadu,DINDIGUL,2005,Kharif     ,Horse-gram,4763,2033
Tamil Nadu,DINDIGUL,2005,Kharif     ,Jowar,42814,36692
Tamil Nadu,DINDIGUL,2005,Kharif     ,Maize,34265,
Tamil Nadu,DINDIGUL,2005,Kharif     ,Moong(Green Gram),3360,1553
Tamil Nadu,DINDIGUL,2005,Kharif     ,Other Kharif pulses,12022,2837
Tamil Nadu,DINDIGUL,2005,Kharif     ,Ragi,76,98
Tamil Nadu,DINDIGUL,2005,Kharif     ,Rice,23735,75304
Tamil Nadu,DINDIGUL,2005,Kharif     ,Sannhamp,2,
Tamil Nadu,DINDIGUL,2005,Kharif     ,Sesamum,1459,500
Tamil Nadu,DINDIGUL,2005,Kharif     ,Small millets,116,95
Tamil Nadu,DINDIGUL,2005,Kharif     ,Soyabean,11,
Tamil Nadu,DINDIGUL,2005,Kharif     ,Sunflower,1662,2609
Tamil Nadu,DINDIGUL,2005,Kharif     ,Urad,5131,1544
Tamil Nadu,DINDIGUL,2005,Rabi       ,Gram,792,401
Tamil Nadu,DINDIGUL,2005,Whole Year ,Arecanut,67,64
Tamil Nadu,DINDIGUL,2005,Whole Year ,Banana,3756,184436
Tamil Nadu,DINDIGUL,2005,Whole Year ,Black pepper,755,273
Tamil Nadu,DINDIGUL,2005,Whole Year ,Cardamom,289,29
Tamil Nadu,DINDIGUL,2005,Whole Year ,Cashewnut,589,222
Tamil Nadu,DINDIGUL,2005,Whole Year ,Coconut ,24798,3474
Tamil Nadu,DINDIGUL,2005,Whole Year ,Coriander,105,32
Tamil Nadu,DINDIGUL,2005,Whole Year ,Dry chillies,978,1028
Tamil Nadu,DINDIGUL,2005,Whole Year ,Garlic,335,2043
Tamil Nadu,DINDIGUL,2005,Whole Year ,Onion,3365,33720
Tamil Nadu,DINDIGUL,2005,Whole Year ,Potato,2796,26784
Tamil Nadu,DINDIGUL,2005,Whole Year ,Sugarcane,7014,688087
Tamil Nadu,DINDIGUL,2005,Whole Year ,Sweet potato,54,1126
Tamil Nadu,DINDIGUL,2005,Whole Year ,Tapioca,237,9056
Tamil Nadu,DINDIGUL,2005,Whole Year ,Tobacco,1362,1967
Tamil Nadu,DINDIGUL,2005,Whole Year ,Turmeric,38,210
Tamil Nadu,DINDIGUL,2006,Kharif     ,Rice,18607,81248
Tamil Nadu,DINDIGUL,2006,Kharif     ,Small millets,157,173
Tamil Nadu,DINDIGUL,2006,Whole Year ,Arecanut,61,66
Tamil Nadu,DINDIGUL,2006,Whole Year ,Arhar/Tur,797,416
Tamil Nadu,DINDIGUL,2006,Whole Year ,Bajra,3632,6116
Tamil Nadu,DINDIGUL,2006,Whole Year ,Banana,4539,243219
Tamil Nadu,DINDIGUL,2006,Whole Year ,Black pepper,753,273
Tamil Nadu,DINDIGUL,2006,Whole Year ,Cardamom,286,28
Tamil Nadu,DINDIGUL,2006,Whole Year ,Cashewnut,562,256
Tamil Nadu,DINDIGUL,2006,Whole Year ,Castor seed,168,69
Tamil Nadu,DINDIGUL,2006,Whole Year ,Coconut ,24785,4894
Tamil Nadu,DINDIGUL,2006,Whole Year ,Coriander,48,16
Tamil Nadu,DINDIGUL,2006,Whole Year ,Cotton(lint),1519,4396
Tamil Nadu,DINDIGUL,2006,Whole Year ,Dry chillies,1332,1317
Tamil Nadu,DINDIGUL,2006,Whole Year ,Dry ginger,2,37
Tamil Nadu,DINDIGUL,2006,Whole Year ,Garlic,341,2079
Tamil Nadu,DINDIGUL,2006,Whole Year ,Gram,781,396
Tamil Nadu,DINDIGUL,2006,Whole Year ,Groundnut,12524,29890
Tamil Nadu,DINDIGUL,2006,Whole Year ,Horse-gram,3397,648
Tamil Nadu,DINDIGUL,2006,Whole Year ,Jowar,38242,49514
Tamil Nadu,DINDIGUL,2006,Whole Year ,Maize,36957,148387
Tamil Nadu,DINDIGUL,2006,Whole Year ,Moong(Green Gram),3095,1585
Tamil Nadu,DINDIGUL,2006,Whole Year ,Onion,3339,27049
Tamil Nadu,DINDIGUL,2006,Whole Year ,Potato,2769,31021
Tamil Nadu,DINDIGUL,2006,Whole Year ,Ragi,79,133
Tamil Nadu,DINDIGUL,2006,Whole Year ,Rapeseed &Mustard,6,1
Tamil Nadu,DINDIGUL,2006,Whole Year ,Sesamum,1199,358
Tamil Nadu,DINDIGUL,2006,Whole Year ,Sugarcane,7561,906708
Tamil Nadu,DINDIGUL,2006,Whole Year ,Sunflower,4233,9365
Tamil Nadu,DINDIGUL,2006,Whole Year ,Sweet potato,40,672
Tamil Nadu,DINDIGUL,2006,Whole Year ,Tapioca,255,10292
Tamil Nadu,DINDIGUL,2006,Whole Year ,Tobacco,1125,1634
Tamil Nadu,DINDIGUL,2006,Whole Year ,Turmeric,67,385
Tamil Nadu,DINDIGUL,2006,Whole Year ,Urad,5756,3107
Tamil Nadu,DINDIGUL,2007,Kharif     ,Rice,17276,67837
Tamil Nadu,DINDIGUL,2007,Kharif     ,Small millets,106,129
Tamil Nadu,DINDIGUL,2007,Whole Year ,Arecanut,64,189
Tamil Nadu,DINDIGUL,2007,Whole Year ,Arhar/Tur,1024,947
Tamil Nadu,DINDIGUL,2007,Whole Year ,Bajra,3382,2700
Tamil Nadu,DINDIGUL,2007,Whole Year ,Banana,4826,229169
Tamil Nadu,DINDIGUL,2007,Whole Year ,Black pepper,684,248
Tamil Nadu,DINDIGUL,2007,Whole Year ,Cardamom,284,28
Tamil Nadu,DINDIGUL,2007,Whole Year ,Cashewnut,459,262
Tamil Nadu,DINDIGUL,2007,Whole Year ,Castor seed,115,47
Tamil Nadu,DINDIGUL,2007,Whole Year ,Coconut ,25488,4268
Tamil Nadu,DINDIGUL,2007,Whole Year ,Coriander,34,13
Tamil Nadu,DINDIGUL,2007,Whole Year ,Cotton(lint),1256,3402
Tamil Nadu,DINDIGUL,2007,Whole Year ,Dry chillies,1716,1889
Tamil Nadu,DINDIGUL,2007,Whole Year ,Dry ginger,3,56
Tamil Nadu,DINDIGUL,2007,Whole Year ,Garlic,342,2086
Tamil Nadu,DINDIGUL,2007,Whole Year ,Gram,782,396
Tamil Nadu,DINDIGUL,2007,Whole Year ,Groundnut,14744,32483
Tamil Nadu,DINDIGUL,2007,Whole Year ,Horse-gram,2712,830
Tamil Nadu,DINDIGUL,2007,Whole Year ,Jowar,35878,45802
Tamil Nadu,DINDIGUL,2007,Whole Year ,Maize,40321,177153
Tamil Nadu,DINDIGUL,2007,Whole Year ,Moong(Green Gram),3111,1301
Tamil Nadu,DINDIGUL,2007,Whole Year ,Onion,2545,18311
Tamil Nadu,DINDIGUL,2007,Whole Year ,Potato,2106,24145
Tamil Nadu,DINDIGUL,2007,Whole Year ,Ragi,48,104
Tamil Nadu,DINDIGUL,2007,Whole Year ,Rapeseed &Mustard,5,1
Tamil Nadu,DINDIGUL,2007,Whole Year ,Sesamum,1308,606
Tamil Nadu,DINDIGUL,2007,Whole Year ,Small millets,110,129
Tamil Nadu,DINDIGUL,2007,Whole Year ,Sugarcane,6372,711211
Tamil Nadu,DINDIGUL,2007,Whole Year ,Sunflower,4710,7172
Tamil Nadu,DINDIGUL,2007,Whole Year ,Sweet potato,81,1100
Tamil Nadu,DINDIGUL,2007,Whole Year ,Tapioca,291,12281
